COD_DISCIPLINA,NOME_DISCIPLINA,COD_CURSO,MULTIPLA_ESCOLHA,CURSO,IDPROGRAMA,SETOR_CURSO
STO172,FUNDAMENTOS PARA PRÁTICA PROFISSIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO175,PROCESSO DE TERAPIA OCUPACIONAL  EM SAÚDE FUNCIONAL II - NEUROLOGIA,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO178,PRÁTICA ESPECÍFICA EM TERAPIA OCUPACIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO187,PROCESSO DE TERAPIA OCUPACIONAL NOS CONTEXTOS SOCIAIS,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
BA051,ANATOMIA HUMANA I,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
BQ066,BIOQUÍMICA PARA TERAPIA OCUPACIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
HP298,PSICOLOGIA APLICADA À SAÚDE I,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO146,DIVERSIDADE E CONTEXTOS,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO148,INTRODUÇÃO E HISTÓRIA DA TERAPIA OCUPACIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO196,DESENVOLVIMENTO HUMANO I,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
TE310,FÍSICA II PARA EE,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE312,CÁLCULO III PARA EE,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE355,SISTEMAS OPERACIONAIS EMBARCADOS,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
CI1124,TRABALHO DE CONCLUSÃO DE CURSO 2 EM CIÊNCIA DA COMPUTAÇÃO,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1169,BIOINFORMÁTICA,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
SE605,ECONOMIA MATEMÁTICA,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE606,TEORIA MICROECONÔMICA I,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
DEC001,METODOLOGIA CIENTÍFICA,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE238,CÁLCULO I,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE287,QUÍMICA GERAL,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE288,QUÍMICA GERAL EXPERIMENTAL,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE289,EXPRESSÃO GRÁFICA I,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE316,INFORMÁTICA E INTRODUÇÃO À PROGRAMAÇÃO,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE520,INTRODUÇÃO À ENGENHARIA DE ENERGIA,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
HH208,HISTORIA CONTEMPORANEA IV,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
HSS001,INTRODUÇÃO À SOCIOLOGIA,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
HS301,ANTROPOLOGIA E DINÂMICAS DA CULTURA,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
EP124EXT,POLÍTICA E PLANEJAMENTO DA EDUCAÇÃO BRASILEIRA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1175,INTRODUÇÃO À LINGUÍSTICA APLICADA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1183,COMPREENSÃO E PRODUÇÃO DE TEXTOS DAS ESFERAS COTIDIANA E ESCOLAR/ACADÊMICA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1184,INTRODUÇÃO À LEITURA EM LÍNGUA INGLESA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
SLAP101,TEORIA E PRÁTICA DA POLÍTICA I,40001016123G0,Não,ADMINISTRAÇÃO PÚBLICA  - Presencial - Matinhos,40001016123G0,SETOR LITORAL
SLAP102,INTRODUÇÃO AO DIREITO CONSTITUCIONAL,40001016123G0,Não,ADMINISTRAÇÃO PÚBLICA  - Presencial - Matinhos,40001016123G0,SETOR LITORAL
SLAP103,ESTADO E SOCIEDADE NO BRASIL,40001016123G0,Não,ADMINISTRAÇÃO PÚBLICA  - Presencial - Matinhos,40001016123G0,SETOR LITORAL
SLAP104,POLÍTICA E DINÂMICA ECONÔMICA REGIONAL,40001016123G0,Não,ADMINISTRAÇÃO PÚBLICA  - Presencial - Matinhos,40001016123G0,SETOR LITORAL
SL52,INTERAÇÕES CULTURAIS E HUMANÍSTICAS,40001016123G0,Não,ADMINISTRAÇÃO PÚBLICA  - Presencial - Matinhos,40001016123G0,SETOR LITORAL
CMM031,ÁLGEBRA LINEAR I,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
CMM033,GEOMETRIA EUCLIDIANA,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
SAOP05,COMPETÊNCIAS EMOCIONAIS E GESTÃO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
AF073,BIOTECNOLOGIA VEGETAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
CQ251,PROJETOS DE PESQUISA NO ENSINO DE QUÍMICA II,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ254,PRÁTICA DE ENSINO EM ESPAÇOS NÃO FORMAIS,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ257,SEMANA DA LICENCIATURA EM QUÍMICA (SELIQ),40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
STO183,TRABALHO DE CONCLUSÃO DE CURSO I,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO189,ESTÁGIO SUPERVISIONADO DE PRÁTICA PROFISSIONAL II,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
DBD116,SISTEMÁTICA DE CRIPTÓGAMAS,40001016013G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Palotina,40001016013G0,SETOR PALOTINA
DBD117,ZOOLOGIA 3,40001016013G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Palotina,40001016013G0,SETOR PALOTINA
DBD118,ZOOLOGIA 4,40001016013G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Palotina,40001016013G0,SETOR PALOTINA
DBD119,EDUCAÇÃO AMBIENTAL,40001016013G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Palotina,40001016013G0,SETOR PALOTINA
SIN171,SISTEMAS DE INFORMAÇÃO,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
ST010,TÉCNICAS SECRETARIAIS I,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST011,POSTURA NO TRABALHO,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST013,LÍNGUA INGLESA I,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST015,MATEMÁTICA FINANCEIRA,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST016,PRÁTICA DA LÍNGUA PORTUGUESA,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST017,DIREITO APLICADO AO SECRETARIADO,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST018,PSICOLOGIA DA RELAÇÕES HUMANAS,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
MS030,EPIDEMIOLOGIA VETERINÁRIA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
DEE624,LABORATÓRIO DE ENGENHARIA DE BIOTECNOLOGIA II,40001016035G0,Não,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA  - Presencial - Palotina,40001016035G0,SETOR PALOTINA
DEE636,ESTÁGIO SUPERVISIONADO,40001016035G0,Não,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA  - Presencial - Palotina,40001016035G0,SETOR PALOTINA
CM303,INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
HH116,HISTÓRIA ANTIGA,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH120,HISTÓRIA MEDIEVAL,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH209,TEORIA DA HISTÓRIA A,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH218,"IMAGEM, PERCEPÇÃO E ESPACIALIDADE",40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH298,INSTITUIÇÕES CULTURAIS E MEMÓRIA,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
STO184,ESTÁGIO SUPERVISIONADO DE PRÁTICA PROFISSIONAL I,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO185,PLANEJAMENTO E GESTÃO EM TERAPIA OCUPACIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
SE661,ECONOMIA E INSTITUIÇÕES,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
BT095,FARMACOLOGIA DOS MEDICAMENTOS ISENTOS DE PRESCRIÇÃO,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
AV131,ECOLOGIA E MEDICINA DA CONSERVAÇÃO,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV134,ZOONOSES,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV161,ODONTOLOGIA VETERINÁRIA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV198,VIVÊNCIA EM TECNOLOGIA DE PRODUTOS DE ORIGEM ANIMAL,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AZ093,MELHORAMENTO ANIMAL,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
CMV002,TCC,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
CQE326,EDUCAÇÃO AMBIENTAL,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CEG014,EDUCAÇÃO GEOMÉTRICA I,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EM604,METODOLOGIA DE ENSINO DE MATEMÁTICA,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EP073,POLÍTICA E PLANEJAMENTO DA EDUCAÇÃO BRASILEIRA,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EP126,ORGANIZAÇÃO DO TRABALHO PEDAGÓGICO NA ESCOLA,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EM307,METODOLOGIA DO ENSINO DE LÍNGUAS ESTRANGEIRAS: NEOLATINAS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1274,ESTUDOS EM LITERATURAS LATINO-AMERICANAS I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL912,VARIAÇÃO E MUDANÇA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL921,LITERATURA BRASILEIRA III,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
AF065,MANEJO INTEGRADO DE PRAGAS,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AF103,HORTICULTURA I,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
HPAC0700,NARRATIVA ANTIGA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1266,LÍNGUA ESPANHOLA III,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1270,INTRODUÇÃO ÀS LITERATURAS HISPÂNICAS EM TRADUÇÃO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL907,FONÉTICA E FONOLOGIA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL927,LITERATURA PORTUGUESA DO TROVADORISMO AO ARCADISMO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0702,TEATRO ANTIGO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM117,PRÁTICA DE DOCÊNCIA EM LÍNGUA PORTUGUESA II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM124,PRÁTICA DE PESQUISA EM EDUCAÇÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM125,PRÁTICA DE PESQUISA EM EDUCAÇÃO II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL946,TÓPICOS DE PRAGMÁTICA I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EP124,POLÍTICA E PLANEJAMENTO DA EDUCAÇÃO BRASILEIRA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1412,INTRODUÇÃO À LITERATURA JAPONESA 1,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL1068,PRÁTICA DE PESQUISA EM LINGUÍSTICA II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL990,TÓPICOS ESPECIAIS DE LITERATURA BRASILEIRA VII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
BT058,FISIOPATOLOGIA E FARMACOLOGIA DA DOR,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BT079,FARMACOLOGIA II,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BT090,NEUROBIOLOGIA E FARMACOLOGIA DA ANSIEDADE,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC043,TOXICOLOGIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC048,PRÁTICAS ESPECÍFICAS EM ANÁLISES CLÍNICAS,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB089,DEONTOLOGIA FARMACÊUTICA E LEGISLAÇÃO APLICADA À FARMÁCIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB092,PRÁTICAS EM FARMÁCIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
HL968,TÓPICOS DE LINGUÍSTICA E COMUNICAÇÃO II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL977,TÓPICOS DE ESTUDOS LITERÁRIOS II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0149,NARRATIVA DE LÍNGUA ALEMÃ,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0557,ALEMÃO VII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0918,TÓPICOS ESPECIAIS EM TRADUÇÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0921,TRADUÇÃO DE DRAMA I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
STO167,ATIVIDADES DE TRABALHO,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO168,PROCESSO DE TERAPIA OCUPACIONAL EM SAÚDE FUNCIONAL I - ORTOPEDIA E REUMATOLOGIA,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
HE1324,PRÁTICA E CRÍTICA DE TRADUÇÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0901,TÓPICOS CENTRAIS DE TRADUÇÃO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0903,TEORIA DA TRADUÇÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM166,ESTÁGIO DE DOCÊNCIA EM LÍNGUA PORTUGUESA III: PÚBLICOS ESPECÍFICOS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL1067,PRÁTICA DE PESQUISA EM LINGUÍSTICA I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL998,TÓPICOS DE LITERATURA BRASILEIRA IV,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
MB113,ESTÁGIO PROFISSIONALIZANTE II - INDÚSTRIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BB081,ECOLOGIA BÁSICA,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
CE009,INTRODUÇÃO À ESTATÍSTICA,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
CF110,FÍSICA II,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
CF113,FÍSICA EXPERIMENTAL I,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
CM312,CÁLCULO 2,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
TEA005,MECÂNICA DOS SÓLIDOS I,40001016026G0,Não,ENGENHARIA AMBIENTAL  - Presencial - Curitiba,40001016026G0,SETOR DE TECNOLOGIA
MS132,EPIDEMIOLOGIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BG089,IMUNOGENÉTICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC044,VIROLOGIA CLÍNICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB086,FARMACOTÉCNICA II,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB087,GESTÃO DA ASSISTÊNCIA FARMACÊUTICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
CQ312,QUÍMICA ORGÂNICA II,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC038,BACTERIOLOGIA CLÍNICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC039,PARASITOLOGIA CLÍNICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC046,IMUNOLOGIA CLÍNICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MAC050,BIOLOGIA MOLECULAR: MÉTODOS E APLICAÇÕES,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MS133,POLÍTICAS PÚBLICAS DE SAÚDE,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
SA112,ADMINISTRAÇÃO FARMACÊUTICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
HF0208,FILOSOFIA DA NATUREZA I,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
HF0605,TÓPICOS ESPECIAIS EM FILOSOFIA MODERNA I,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
CEG008,EXPRESSÃO GRÁFICA,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
CE009,INTRODUÇÃO À ESTATÍSTICA,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
CM311,CÁLCULO 1,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
CQ318,QUÍMICA GERAL,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
ENQ010,INTRODUÇÃO A ENGENHARIA QUÍMICA,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
HP070,TOPICOS ESPECIAIS EM PSICOLOGIA I,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
CQ212,QUÍMICA GERAL EXPERIMENTAL,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
